url	path
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-signature-cio-growth-fund.pdf	0721b69402a3664e33a3215b464c05242d5ff9e2.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-signature-cio-income-fund.pdf	a05f1c355f98c852ad69005a718d632a050aeca2.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-technology-fund-template.pdf	2da13f9aa43318804b27bf1523d3d94370ad7903.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-greater-china-fund-template.pdf	0a181c13950dc52e6e932811de52a8b4e8583281.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-india-equity-template.pdf	a6d3c9d55c29b42319dc66501ab79471152fda5b.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-islamic-global-equity-index-fund-accumulation.pdf	3e8b8b133aef0cee1eb4bd8387de206641abd7c0.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-pan-european-fund-template.pdf	c9ba575c4d450fbf756e89a6829e6a95dceb4ef4.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-asean-managed-fund-template.pdf	1223ffe2f7286389e896f47059c7d09e48800645.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-asian-managed-fund-template.pdf	15d3f9950f5126aa2d68c06dd4757be6bc089b81.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-cash-fund-template.pdf	3dccece17d5c79d12a5eca8f7ad7fa2e85915684.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-dynamic-bond-fund-template.pdf	f0e4dfc7b2168ba447e5400330b7cb1a48e26eeb.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-growth-fund-template.pdf	9616e2a993ba289faa5d52ac90b75c6aaa42193b.pdf
